zimmo code,type,price,street,number,postcode,city,living area(m²),ground area(m²),bedroom,bathroom,garage,garden,EPC(kWh/m²),renovation obligation,year built,mobiscore,url
L9UIL,Bungalow (Huis),224000.0,Zandstraat,37A,2400,Mol,145.0,1050.0,3.0,1.0,1.0,False,1007.0,True,1968.0,6.1,https://www.zimmo.be/nl/mol-2400/te-koop/huis/L9UIL/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=10
L9UM8,Woning (Huis),235000.0,Bovenboslaan,42,3740,Grote-Spouwen,150.0,368.0,3.0,1.0,1.0,True,594.0,True,1966.0,5.8,https://www.zimmo.be/nl/grote-spouwen-3740/te-koop/huis/L9UM8/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=10
L5AYS,Rijwoning (Huis),215000.0,Ceintuurlaan,178,3600,Genk,136.0,314.0,3.0,2.0,1.0,True,307.0,False,1919.0,8.3,https://www.zimmo.be/nl/genk-3600/te-koop/huis/L5AYS/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=10
L8AM2,Woning (Huis),239000.0,Elfde Julilaan,29,8860,Lendelede,158.0,441.0,3.0,1.0,1.0,True,547.0,True,1970.0,7.6,https://www.zimmo.be/nl/lendelede-8860/te-koop/huis/L8AM2/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=11
L92Q6,Woning (Huis),219000.0,Frans Smeyersstraat,121,3270,Scherpenheuvel,167.0,535.0,3.0,1.0,1.0,True,879.0,True,1964.0,6.0,https://www.zimmo.be/nl/scherpenheuvel-3270/te-koop/huis/L92Q6/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=11
L925F,Woning (Huis),245000.0,Ganzendries,171,3300,Oplinter,112.0,1030.0,3.0,1.0,1.0,False,492.0,True,1978.0,5.8,https://www.zimmo.be/nl/oplinter-3300/te-koop/huis/L925F/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=11
L89Z0,Woning (Huis),225000.0,A. De Brabanterstraat,44,9470,Denderleeuw,182.0,130.0,3.0,1.0,1.0,True,289.0,False,1965.0,8.4,https://www.zimmo.be/nl/denderleeuw-9470/te-koop/huis/L89Z0/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=11
L91VI,Woning (Huis),230000.0,Hoogzand,22,2235,Westmeerbeek,138.0,375.0,3.0,1.0,1.0,False,497.0,True,1919.0,6.2,https://www.zimmo.be/nl/westmeerbeek-2235/te-koop/huis/L91VI/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=11
L9T9B,Woning (Huis),229900.0,Gasstraat,2,2440,Geel,150.0,405.0,3.0,1.0,1.0,True,1368.0,True,1953.0,8.4,https://www.zimmo.be/nl/geel-2440/te-koop/huis/L9T9B/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=13
L9TBO,Woning (Huis),239000.0,Frankenstraat,12,3271,Averbode,150.0,535.0,4.0,1.0,3.0,False,985.0,True,1962.0,6.4,https://www.zimmo.be/nl/averbode-3271/te-koop/huis/L9TBO/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=13
L9SZM,Woning (Huis),249000.0,Stoepestraat,24,9940,Ertvelde,162.0,287.0,2.0,1.0,1.0,True,816.0,True,1970.0,6.3,https://www.zimmo.be/nl/ertvelde-9940/te-koop/huis/L9SZM/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=14
L9SFB,Woning (Huis),230000.0,Opperstraat,115,3850,Wijer,200.0,652.0,3.0,1.0,1.0,True,720.0,True,1962.0,5.7,https://www.zimmo.be/nl/wijer-3850/te-koop/huis/L9SFB/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=14
L4HDX,Woning (Huis),242000.0,Laan op Vurten,129,3582,Koersel,164.0,665.0,4.0,2.0,1.0,True,606.0,True,1927.0,8.4,https://www.zimmo.be/nl/koersel-3582/te-koop/huis/L4HDX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=15
L5814,Woning (Huis),245000.0,Papenweg,6,3300,Oplinter,124.0,188.0,2.0,2.0,1.0,True,584.0,True,1957.0,6.2,https://www.zimmo.be/nl/oplinter-3300/te-koop/huis/L5814/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=15
L9S0W,Woning (Huis),245000.0,Otegemstraat,57,8570,Vichte,168.0,168.0,4.0,1.0,1.0,False,735.0,True,1931.0,7.3,https://www.zimmo.be/nl/vichte-8570/te-koop/huis/L9S0W/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=15
L87OX,Woning (Huis),215000.0,Spilstraat,19,3680,Neeroeteren,180.0,800.0,3.0,1.0,1.0,False,900.0,True,1961.0,6.8,https://www.zimmo.be/nl/neeroeteren-3680/te-koop/huis/L87OX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=15
L6OYB,Woning (Huis),220000.0,Kempenseweg,63,3690,Zutendaal,125.0,598.0,3.0,1.0,1.0,True,553.0,True,1959.0,7.3,https://www.zimmo.be/nl/zutendaal-3690/te-koop/huis/L6OYB/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=16
L872X,Woning (Huis),249950.0,Evangeliestraat,54,9220,Hamme,138.0,186.0,3.0,1.0,1.0,True,302.0,False,1920.0,7.4,https://www.zimmo.be/nl/hamme-9220/te-koop/huis/L872X/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=16
L9QWV,Woning (Huis),235000.0,Roeselarestraat,134,8840,Oostnieuwkerke,162.0,600.0,4.0,1.0,1.0,True,510.0,True,1963.0,7.5,https://www.zimmo.be/nl/oostnieuwkerke-8840/te-koop/huis/L9QWV/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=17
L9PUD,Woning (Huis),248000.0,Gulmerstraat,51,3721,Vliermaalroot,157.0,1534.0,2.0,1.0,1.0,True,666.0,True,1968.0,5.0,https://www.zimmo.be/nl/vliermaalroot-3721/te-koop/huis/L9PUD/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=20
L9OCA,Woning (Huis),220000.0,Kapucijnenlaan,59,8870,Izegem,133.0,255.0,4.0,1.0,1.0,True,654.0,True,1967.0,8.5,https://www.zimmo.be/nl/izegem-8870/te-koop/huis/L9OCA/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=21
L9OZF,Rijwoning (Huis),235000.0,Zaubeekstraat,100,9870,Zulte,98.0,384.0,3.0,1.0,1.0,True,751.0,True,1962.0,7.5,https://www.zimmo.be/nl/zulte-9870/te-koop/huis/L9OZF/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=21
L9MC6,Eengezinswoning (Huis),215000.0,Molenstraat,71,3960,Opitter,165.0,783.0,4.0,1.0,1.0,False,944.0,True,1969.0,6.3,https://www.zimmo.be/nl/opitter-3960/te-koop/huis/L9MC6/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=25
L9MAX,Woning (Huis),220000.0,Abdijstraat,109,9700,Ename,124.0,71.0,3.0,1.0,1.0,False,508.0,True,1965.0,6.9,https://www.zimmo.be/nl/ename-9700/te-koop/huis/L9MAX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=25
L9LX9,Woning (Huis),220000.0,Schoolstraat,34,3740,Beverst,183.0,851.0,3.0,1.0,1.0,False,673.0,True,1962.0,6.9,https://www.zimmo.be/nl/beverst-3740/te-koop/huis/L9LX9/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=25
L9LTF,Eengezinswoning (Huis),224000.0,Kiezelweg,159,2400,Mol,299.0,887.0,3.0,1.0,1.0,False,925.0,True,1975.0,6.2,https://www.zimmo.be/nl/mol-2400/te-koop/huis/L9LTF/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=26
L9LVR,Woning (Huis),219000.0,Tomstraat,52,3700,Piringen,164.0,1235.0,3.0,1.0,1.0,False,797.0,True,1959.0,6.3,https://www.zimmo.be/nl/piringen-3700/te-koop/huis/L9LVR/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=26
L9L2H,Woning (Huis),209000.0,Blauwepoortstraat,97,8902,Zillebeke,168.0,381.0,5.0,1.0,1.0,True,360.0,False,1957.0,6.1,https://www.zimmo.be/nl/zillebeke-8902/te-koop/huis/L9L2H/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=27
L9L55,Woning (Huis),230000.0,Sint-Catharinastraat,1,8900,Ieper,86.0,86.0,2.0,1.0,4.0,False,837.0,True,1986.0,7.6,https://www.zimmo.be/nl/ieper-8900/te-koop/huis/L9L55/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=27
L80T3,Woning (Huis),239000.0,Leegstraat,13001,9060,Zelzate,74.0,72.0,2.0,1.0,1.0,False,153.0,False,2006.0,6.9,https://www.zimmo.be/nl/zelzate-9060/te-koop/huis/L80T3/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=29
L9JTL,Woning (Huis),249000.0,Keirestraat,47,9700,Mater,157.0,359.0,3.0,1.0,1.0,False,371.0,False,1976.0,5.0,https://www.zimmo.be/nl/mater-9700/te-koop/huis/L9JTL/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=30
L9KPQ,Woning (Huis),249000.0,Leemput,32,8900,Ieper,159.0,328.0,2.0,1.0,1.0,True,263.0,False,2001.0,7.4,https://www.zimmo.be/nl/ieper-8900/te-koop/huis/L9KPQ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=30
L9KPY,Woning (Huis),245000.0,Tinekenslaan,30,8501,Heule,146.0,401.0,3.0,1.0,1.0,False,521.0,True,1968.0,8.5,https://www.zimmo.be/nl/heule-8501/te-koop/huis/L9KPY/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=30
L9J22,Eengezinswoning (Huis),243000.0,Nijlense Steenweg,9,2270,Herenthout,189.0,406.0,3.0,1.0,1.0,False,373.0,False,1980.0,6.5,https://www.zimmo.be/nl/herenthout-2270/te-koop/huis/L9J22/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=31
L9JD1,Woning (Huis),228000.0,Gwijde Van Dampierrestraat,28,8820,Torhout,175.0,540.0,4.0,1.0,2.0,False,456.0,True,1965.0,7.8,https://www.zimmo.be/nl/torhout-8820/te-koop/huis/L9JD1/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=31
L9J81,Eengezinswoning (Huis),233000.0,Nijlense Steenweg,7,2270,Herenthout,128.0,344.0,2.0,1.0,1.0,False,421.0,True,1958.0,6.5,https://www.zimmo.be/nl/herenthout-2270/te-koop/huis/L9J81/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=31
L9IFX,Woning (Huis),249000.0,Atembekestraat,189,9500,Onkerzele,292.0,2200.0,3.0,1.0,1.0,False,512.0,True,1970.0,7.2,https://www.zimmo.be/nl/onkerzele-9500/te-koop/huis/L9IFX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=32
L7MVL,Woning (Huis),210000.0,Van Eycklaan,3,9990,Maldegem,201.0,604.0,3.0,1.0,1.0,False,550.0,True,1958.0,6.6,https://www.zimmo.be/nl/maldegem-9990/te-koop/huis/L7MVL/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=32
L49TO,Woning (Huis),240000.0,Langenberg,18,3294,Molenstede,211.0,1083.0,2.0,1.0,1.0,True,656.0,True,1972.0,7.3,https://www.zimmo.be/nl/molenstede-3294/te-koop/huis/L49TO/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=33
L5R3Z,Woning (Huis),249000.0,Beustereind,32,2430,Vorst,209.0,1550.0,4.0,1.0,1.0,False,652.0,True,1963.0,6.5,https://www.zimmo.be/nl/vorst-2430/te-koop/huis/L5R3Z/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=34
L9I4A,Woning (Huis),239000.0,Burgemeestersstraat,57,3870,Mechelen-Bovelingen,176.0,417.0,4.0,1.0,1.0,False,313.0,False,1950.0,4.8,https://www.zimmo.be/nl/mechelen-bovelingen-3870/te-koop/huis/L9I4A/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=34
