zimmo code,type,price,street,number,postcode,city,living area(m²),ground area(m²),bedroom,bathroom,garage,garden,EPC(kWh/m²),renovation obligation,year built,mobiscore,url
L9HMY,Woning (Huis),219000.0,Bilzersteenweg,4,3700,Tongeren,178.0,62.0,2.0,1.0,1.0,False,201.0,False,1987.0,7.9,https://www.zimmo.be/nl/tongeren-3700/te-koop/huis/L9HMY/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=35
L9HC4,Woning (Huis),249000.0,Eekloseweg,14,9910,Ursel,166.0,533.0,3.0,1.0,1.0,False,624.0,True,1957.0,5.3,https://www.zimmo.be/nl/ursel-9910/te-koop/huis/L9HC4/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=35
L9I4B,Woning (Huis),239000.0,Kouterstraat,10,3350,Wommersom,234.0,1429.0,3.0,1.0,1.0,False,465.0,True,1968.0,5.4,https://www.zimmo.be/nl/wommersom-3350/te-koop/huis/L9I4B/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=35
L9HPK,Woning (Huis),249000.0,Wolfsdonksesteenweg,12,2230,Herselt,154.0,246.0,3.0,1.0,1.0,True,407.0,True,1965.0,6.1,https://www.zimmo.be/nl/herselt-2230/te-koop/huis/L9HPK/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=35
L9GMU,Woning (Huis),239000.0,Leeuwerikenstraat,190,8400,Stene,205.0,191.0,3.0,1.0,3.0,False,322.0,False,1961.0,8.7,https://www.zimmo.be/nl/stene-8400/te-koop/huis/L9GMU/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=36
L9GQZ,Woning (Huis),220000.0,De Huttestraat,67,3530,Houthalen,284.0,522.0,3.0,1.0,1.0,False,223.0,False,1984.0,6.9,https://www.zimmo.be/nl/houthalen-3530/te-koop/huis/L9GQZ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=36
L9GYZ,Woning (Huis),245000.0,Dr. Kempeneersstraat,105,3890,Montenaken,150.0,301.0,2.0,2.0,1.0,False,391.0,False,1930.0,5.0,https://www.zimmo.be/nl/montenaken-3890/te-koop/huis/L9GYZ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=36
L9GFT,Woning (Huis),249000.0,Vluchtenboerstraat,156,9890,Gavere,150.0,453.0,3.0,1.0,1.0,True,708.0,True,1961.0,6.3,https://www.zimmo.be/nl/gavere-9890/te-koop/huis/L9GFT/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=36
L9FOT,Woning (Huis),229000.0,Zepperenweg,111,3800,Sint-Truiden,190.0,638.0,4.0,1.0,1.0,False,680.0,True,1919.0,8.2,https://www.zimmo.be/nl/sint-truiden-3800/te-koop/huis/L9FOT/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=38
L9FI1,Woning (Huis),249000.0,Vredeplein,11,8540,Deerlijk,185.0,378.0,3.0,1.0,1.0,False,442.0,True,1964.0,7.4,https://www.zimmo.be/nl/deerlijk-8540/te-koop/huis/L9FI1/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=39
L9ES1,Woning (Huis),249000.0,Runkelen-Dorp,109,3803,Runkelen,13408.0,2225.0,3.0,1.0,2.0,False,571.0,True,1962.0,5.7,https://www.zimmo.be/nl/runkelen-3803/te-koop/huis/L9ES1/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=40
L9EHO,Rijwoning (Huis),220000.0,Vlaanderenstraat,11,8930,Menen,137.0,271.0,3.0,1.0,1.0,False,497.0,True,1950.0,8.4,https://www.zimmo.be/nl/menen-8930/te-koop/huis/L9EHO/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=41
L9D3Y,Eengezinswoning (Huis),249000.0,Groenstraat,26,3582,Koersel,135.0,222.0,3.0,1.0,1.0,False,470.0,True,1973.0,7.9,https://www.zimmo.be/nl/koersel-3582/te-koop/huis/L9D3Y/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=43
L7R9Z,Woning (Huis),239000.0,Heiststraat,78,8380,Zeebrugge,218.0,124.0,3.0,1.0,1.0,False,427.0,True,1947.0,8.2,https://www.zimmo.be/nl/zeebrugge-8380/te-koop/huis/L7R9Z/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=43
L9CJD,Woning (Huis),244500.0,Théophile Donnéstraat,20,3540,Donk,165.0,620.0,3.0,1.0,1.0,False,714.0,True,1968.0,6.1,https://www.zimmo.be/nl/donk-3540/te-koop/huis/L9CJD/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=44
L9AUS,Woning (Huis),226500.0,Azalealaan,17,8870,Izegem,142.0,195.0,3.0,1.0,1.0,True,230.0,False,1975.0,8.3,https://www.zimmo.be/nl/izegem-8870/te-koop/huis/L9AUS/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=45
L9AZP,Woning (Huis),238000.0,Driesstraat,113,8700,Tielt,188.0,827.0,3.0,1.0,1.0,True,669.0,True,1966.0,7.5,https://www.zimmo.be/nl/tielt-8700/te-koop/huis/L9AZP/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=45
L9AUA,Woning (Huis),239000.0,Gistelse Steenweg,380,8200,Sint-Andries,138.0,320.0,1.0,1.0,1.0,True,179.0,False,1899.0,9.1,https://www.zimmo.be/nl/sint-andries-8200/te-koop/huis/L9AUA/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=46
L9AMR,Woning (Huis),245000.0,Ernest Claeslaan,9/Menen,8930,Menen,137.0,265.0,3.0,1.0,1.0,False,335.0,False,1970.0,8.5,https://www.zimmo.be/nl/menen-8930/te-koop/huis/L9AMR/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=46
L9A8F,Woning (Huis),249000.0,Ninovesteenweg,22,9320,Erembodegem,110.0,341.0,2.0,1.0,1.0,False,600.0,True,1919.0,8.8,https://www.zimmo.be/nl/erembodegem-9320/te-koop/huis/L9A8F/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=48
L97WP,Woning (Huis),249000.0,Godveerdegemstraat,64,9620,Zottegem,213.0,334.0,4.0,1.0,1.0,False,540.0,True,1969.0,7.3,https://www.zimmo.be/nl/zottegem-9620/te-koop/huis/L97WP/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=50
L981E,Eengezinswoning (Huis),220000.0,Luikersteenweg,351,3920,Lommel,125.0,1200.0,4.0,1.0,1.0,True,501.0,True,1954.0,7.1,https://www.zimmo.be/nl/lommel-3920/te-koop/huis/L981E/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=50
L7M39,Woning (Huis),249000.0,Wijnendale-Stationsstraat,34,8820,Torhout,187.0,620.0,4.0,1.0,1.0,True,465.0,True,1963.0,6.5,https://www.zimmo.be/nl/torhout-8820/te-koop/huis/L7M39/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=51
L96N9,Eengezinswoning (Huis),249000.0,St.Jansstraat,61,2490,Balen,155.0,620.0,3.0,1.0,1.0,False,701.0,True,1964.0,7.0,https://www.zimmo.be/nl/balen-2490/te-koop/huis/L96N9/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=51
L959H,Woning (Huis),249000.0,Steenweg op Papenbroek,24,3290,Diest,122.0,467.0,3.0,1.0,1.0,False,472.0,True,1969.0,8.1,https://www.zimmo.be/nl/diest-3290/te-koop/huis/L959H/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=52
L94WT,Woning (Huis),240000.0,Slabbaardstraat-Noord,52,8870,Izegem,144.0,360.0,3.0,1.0,1.0,True,507.0,True,1930.0,8.4,https://www.zimmo.be/nl/izegem-8870/te-koop/huis/L94WT/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=53
L94UX,Woning (Huis),225000.0,Linde,14,9940,Sleidinge,103.0,302.0,3.0,1.0,1.0,True,771.0,True,1955.0,7.2,https://www.zimmo.be/nl/sleidinge-9940/te-koop/huis/L94UX/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=53
L952V,Woning (Huis),229000.0,Heidehuizen,1,2491,Olmen,125.0,1190.0,3.0,1.0,1.0,True,735.0,True,1964.0,5.5,https://www.zimmo.be/nl/olmen-2491/te-koop/huis/L952V/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=53
L94T1,Woning (Huis),249000.0,Leenmolenstraat,18,8750,Wingene,202.0,458.0,3.0,1.0,1.0,False,433.0,True,1936.0,6.4,https://www.zimmo.be/nl/wingene-8750/te-koop/huis/L94T1/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=53
L7L1B,Woning (Huis),249000.0,Kapellestraat,5,3201,Langdorp,122.0,838.0,3.0,1.0,1.0,False,803.0,True,1961.0,7.9,https://www.zimmo.be/nl/langdorp-3201/te-koop/huis/L7L1B/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=56
L93SQ,Woning (Huis),229000.0,Molenveldlaan,13,3680,Neeroeteren,142.0,518.0,3.0,1.0,1.0,False,532.0,True,1964.0,6.8,https://www.zimmo.be/nl/neeroeteren-3680/te-koop/huis/L93SQ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=56
L93BN,Woning (Huis),249000.0,Postelsesteenweg,35,2400,Mol,137.0,1023.0,2.0,1.0,1.0,False,708.0,True,1933.0,5.3,https://www.zimmo.be/nl/mol-2400/te-koop/huis/L93BN/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=57
L936P,Woning (Huis),224500.0,F. L. Vandecanstraat,16,3401,Waasmont,150.0,370.0,4.0,1.0,1.0,False,1086.0,True,1916.0,5.5,https://www.zimmo.be/nl/waasmont-3401/te-koop/huis/L936P/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=57
L92P7,Woning (Huis),225000.0,Kleine Asstraat,10,8680,Koekelare,189.0,474.0,3.0,1.0,1.0,True,503.0,True,1977.0,5.0,https://www.zimmo.be/nl/koekelare-8680/te-koop/huis/L92P7/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=57
L91X4,Woning (Huis),220000.0,Steegstraat,11,3740,Rosmeer,253.0,2169.0,4.0,1.0,1.0,False,398.0,False,1994.0,5.8,https://www.zimmo.be/nl/rosmeer-3740/te-koop/huis/L91X4/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=58
L92K9,Woning (Huis),249000.0,Balendijk,8,3920,Lommel,150.0,673.0,2.0,1.0,1.0,False,736.0,True,1954.0,8.8,https://www.zimmo.be/nl/lommel-3920/te-koop/huis/L92K9/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=58
L91YR,Woning (Huis),238000.0,Zandstraat,17,8740,Pittem,188.0,328.0,4.0,1.0,1.0,True,328.0,False,1974.0,7.1,https://www.zimmo.be/nl/pittem-8740/te-koop/huis/L91YR/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=58
L923A,Woning (Huis),225000.0,Diestersteenweg,18,3545,Halen,138.0,160.0,2.0,1.0,1.0,False,248.0,False,1941.0,7.0,https://www.zimmo.be/nl/halen-3545/te-koop/huis/L923A/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=58
L7IBO,Woning (Huis),229000.0,Landbouwstraat,12,2490,Balen,193.0,983.0,3.0,1.0,1.0,False,1000.0,True,1960.0,5.8,https://www.zimmo.be/nl/balen-2490/te-koop/huis/L7IBO/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=60
L7G0M,Eengezinswoning (Huis),215000.0,Elandersplantsoen,18,2300,Turnhout,100.0,130.0,3.0,1.0,1.0,False,394.0,False,1971.0,8.7,https://www.zimmo.be/nl/turnhout-2300/te-koop/huis/L7G0M/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=60
L8ZYZ,Woning (Huis),235000.0,Burgemeester Ch.Rotsart de Hertainglaan,28,9990,Maldegem,119.0,276.0,3.0,1.0,1.0,False,552.0,True,1953.0,6.9,https://www.zimmo.be/nl/maldegem-9990/te-koop/huis/L8ZYZ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiAyMDAwMDAsICJtYXgiOiAyNDk5OTl9fX19&p=61
